cust_id,income_yearly,debt_ratio,credit_rating,amount_requested,interest_pct,gender_type,family_status,edu_bg,job_status,loan_reason,internal_grade,is_repaid
10832,23263.77,0.065,789.0,13089.0,11.7,Male,Single,Bachelor's,Employed,Car,B3,1.0
10833,37523.3,0.097,648.0,3647.64,11.59,Female,Single,Master's,Employed,Home,D5,1.0
10834,49564.91,0.201,700.0,18187.12,11.95,Male,Single,Master's,Self-employed,Car,C2,1.0
10835,60462.2,0.053,703.0,10191.73,11.18,Female,Single,High School,Employed,Home,C3,1.0
10836,64861.88,0.166,781.0,24669.08,11.94,Male,Single,High School,Employed,Debt consolidation,B4,1.0
10837,63561.08,0.093,644.0,16891.99,11.44,Female,Married,Bachelor's,Retired,Car,D5,1.0
10838,13175.04,0.032,633.0,12948.15,11.91,Male,Married,Bachelor's,Employed,Debt consolidation,D3,1.0
10839,126027.24,0.182,759.0,28450.3,12.62,Male,Single,Bachelor's,Employed,Debt consolidation,B4,1.0
10840,83083.48,0.074,684.0,27344.01,13.04,Male,Single,High School,Employed,Education,C1,1.0
10841,34451.56,0.084,662.0,4909.91,12.29,Female,Divorced,Bachelor's,Employed,Other,D1,0.0
10842,45121.68,0.044,678.0,28204.19,13.45,Male,Single,Other,Employed,Business,C2,1.0
10843,24113.12,0.141,668.0,6013.71,13.37,Female,Single,PhD,Employed,Medical,D1,1.0
10844,40664.49,0.055,600.0,28884.7,15.5,Male,Divorced,Other,Employed,Other,E3,1.0
10845,23189.25,0.11,673.0,20672.99,7.89,Female,Married,High School,Employed,Home,C4,1.0
10846,67552.59,0.071,553.0,28423.27,15.36,Female,Married,High School,Employed,Debt consolidation,F3,1.0
10847,53324.92,0.07,722.0,17134.47,10.25,Male,Single,High School,Employed,Debt consolidation,C5,1.0
10848,17241.72,0.038,702.0,11473.47,9.96,Male,Single,Master's,Employed,Medical,C5,1.0
10849,124633.74,0.369,662.0,5805.65,12.18,Male,Married,Bachelor's,Employed,Medical,D4,0.0
10850,52391.31,0.071,657.0,18288.43,11.84,Male,Single,Bachelor's,Self-employed,Debt consolidation,D1,1.0
10851,14240.37,0.114,680.0,18390.88,13.33,Female,Single,High School,Employed,Debt consolidation,C2,1.0
10852,80599.28,0.065,691.0,5593.33,11.41,Male,Married,Master's,Employed,Business,C2,1.0
10853,23873.96,0.262,700.0,12444.43,11.85,Male,Married,Bachelor's,Retired,Business,C3,1.0
10854,52221.02,0.141,726.0,17053.01,11.23,Male,Single,Bachelor's,Employed,Other,C1,1.0
10855,36556.64,0.204,661.0,24989.94,10.44,Female,Married,High School,Employed,Debt consolidation,D4,1.0
10856,70340.49,0.099,668.0,12459.26,10.26,Male,Married,Bachelor's,Employed,Home,D4,1.0
10857,55634.64,0.181,656.0,23458.63,13.32,Male,Single,High School,Employed,Debt consolidation,D4,1.0
10858,37743.95,0.266,796.0,16497.22,10.13,Male,Married,High School,Employed,Debt consolidation,B3,1.0
10859,28240.9,0.065,728.0,17173.09,12.52,Female,Single,Bachelor's,Employed,Debt consolidation,C1,1.0
10860,69780.29,0.142,643.0,15649.88,13.12,mAle,Single,Bachelor's,Employed,Home,D2,1.0
10861,12882.53,0.095,596.0,1223.36,14.54,Male,Single,Master's,Employed,Debt consolidation,E3,0.0
10862,16657.03,0.067,763.0,25779.89,11.3,Female,Single,Bachelor's,Retired,Home,B3,1.0
10863,47953.42,0.063,635.0,8146.24,13.04,Male,Married,High School,Employed,Vacation,D4,1.0
10864,24343.36,0.039,669.0,2585.13,15.01,Male,Single,High School,Employed,Home,D4,1.0
10865,62313.13,0.067,673.0,13844.31,12.6,Female,Single,High School,Employed,Education,C5,1.0
10866,52878.29,0.113,664.0,17093.0,11.01,Female,Married,Other,Employed,Education,D3,0.0
10867,47869.21,0.116,574.0,16251.99,12.5,Male,Married,Bachelor's,Employed,Business,F4,1.0
10868,,0.05,,11754.3,12.85,Female,Single,,,Debt consolidation,C5,1.0
10869,12287.25,0.132,693.0,11926.29,11.65,Female,Single,Bachelor's,Unemployed,Debt consolidation,C2,0.0
10870,28851.74,0.528,792.0,16052.78,12.56,Female,Married,Master's,Unemployed,Other,B3,0.0
10871,52371.09,0.228,709.0,15198.29,9.87,Female,Single,High School,Self-employed,Debt consolidation,C5,1.0
10872,51415.61,0.102,675.0,16884.45,13.04,Female,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
10873,54952.36,0.101,785.0,13689.22,12.31,Male,Married,Bachelor's,Employed,Debt consolidation,B4,1.0
10874,90615.76,0.049,693.0,14278.43,10.7,Male,Single,Master's,Unemployed,Debt consolidation,C2,0.0
10875,36603.46,0.038,634.0,2551.89,12.71,Male,Single,High School,Employed,Home,D3,1.0
10876,18485.9,0.044,662.0,13273.44,15.58,Female,Single,Bachelor's,Employed,Car,D3,1.0
10877,157405.69,0.106,699.0,6136.64,13.14,Female,Single,Master's,Employed,Debt consolidation,C1,1.0
10878,46009.12,0.185,733.0,17357.74,14.81,Female,Married,High School,Unemployed,Car,C2,0.0
10879,28994.44,0.12,646.0,12661.7,11.19,Female,Divorced,Master's,Self-employed,Debt consolidation,D3,1.0
10880,,0.075,,10706.28,12.64,Female,Married,,,Debt consolidation,C5,1.0
10881,30275.43,0.106,654.0,14372.42,12.02,Female,Single,Bachelor's,Employed,Debt consolidation,D5,1.0
10882,57735.93,0.131,639.0,14378.51,14.94,Male,Married,Master's,Employed,Debt consolidation,D2,1.0
10883,48870.39,0.097,727.0,15693.65,9.77,Male,Single,Other,Employed,Debt consolidation,C1,1.0
10884,62489.29,0.059,682.0,12891.31,14.52,Female,Divorced,Bachelor's,Employed,Education,C5,1.0
10885,28428.26,0.11,641.0,10443.26,12.96,Male,Married,Bachelor's,Employed,Home,D5,0.0
10886,82219.27,0.076,691.0,19900.19,11.94,Female,Married,Bachelor's,Employed,Business,C5,1.0
10887,28177.99,0.237,605.0,905.34,17.07,Female,Single,High School,Employed,Debt consolidation,E4,1.0
10888,16471.46,0.228,648.0,18888.64,10.24,Female,Single,Master's,Employed,Debt consolidation,D4,1.0
10889,67982.8,0.067,693.0,8166.32,10.43,Female,Single,High School,Employed,Business,C4,1.0
10890,9883.7,0.064,741.0,7654.81,10.21,Female,Married,Bachelor's,Retired,Debt consolidation,B2,1.0
10891,48274.11,0.311,783.0,16270.76,10.94,Male,Married,Master's,Self-employed,Debt consolidation,B1,1.0
10892,27009.55,0.403,611.0,14192.31,15.11,Male,Married,Bachelor's,Self-employed,Other,D4,0.0
10893,,ERR_VAL,,9076.64,13.51,Female,Married,,,Debt consolidation,C4,1.0
10894,44142.02,0.119,659.0,16625.47,13.0,Male,Married,Bachelor's,Employed,Car,D3,1.0
10895,18998.0,0.07,744.0,6097.39,11.91,Female,Married,High School,Unemployed,Debt consolidation,B2,1.0
10896,54943.39,0.078,711.0,3164.95,12.23,Male,Single,PhD,Employed,Debt consolidation,C2,1.0
10897,98428.39,0.042,725.0,13662.12,11.42,Male,Married,Bachelor's,Employed,Car,C2,1.0
10898,23484.79,0.08,783.0,14800.11,9.85,Male,Married,Bachelor's,Self-employed,Debt consolidation,B3,1.0
10899,38556.65,0.124,656.0,15091.72,15.4,Male,Single,Other,Employed,Debt consolidation,D5,1.0
10900,57735.93,0.131,639.0,14378.51,14.94,Male,Married,Master's,Employed,Debt consolidation,D2,1.0
10901,44384.7,0.176,626.0,9995.0,11.42,Female,Widowed,Bachelor's,Employed,Home,D3,1.0
10902,66720.97,0.039,721.0,13991.87,11.28,Male,Married,Bachelor's,Self-employed,Debt consolidation,C1,1.0
10903,69576.29,0.088,683.0,2817.55,11.31,Male,Single,Master's,Employed,Medical,C2,1.0
10904,63634.85,0.221,814.0,16594.27,8.27,Female,Single,Bachelor's,Employed,Car,A4,1.0
10905,59017.99,0.068,612.0,21311.22,13.83,Male,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
10906,27883.46,0.053,570.0,30412.55,16.47,Female,Single,Bachelor's,Unemployed,Education,F4,0.0
10907,26771.3,0.067,663.0,10026.78,11.02,Male,Single,Bachelor's,Employed,Debt consolidation,D5,0.0
10908,32113.11,0.24,634.0,23104.19,12.04,Male,Married,Bachelor's,Employed,Car,D3,0.0
10909,,0.191,,10961.29,12.83,Female,Divorced,,,Debt consolidation,C4,1.0
10910,106735.62,0.068,656.0,21574.09,15.37,Female,Married,High School,Self-employed,Home,D3,1.0
10911,48907.08,0.123,748.0,7406.22,11.91,Male,Single,High School,Employed,Vacation,B5,1.0
10912,66583.41,0.092,779.0,29707.04,11.89,Male,Married,Bachelor's,Employed,Other,B4,1.0
10913,,ERR_VAL,,4118.47,13.0,Female,Married,,,Debt consolidation,C2,1.0
10914,,ERR_VAL,,25702.79,10.68,Male,Single,,,Debt consolidation,D1,1.0
10915,71146.98,0.271,656.0,13892.37,13.68,Male,Married,Master's,Employed,Debt consolidation,D1,1.0
10916,,ERR_VAL,,18707.63,13.97,Male,Single,,,Debt consolidation,C1,1.0
10917,46881.41,0.113,745.0,19275.82,11.03,Male,Married,Bachelor's,Unemployed,Debt consolidation,B4,1.0
10918,34236.57,0.079,562.0,17255.67,14.47,Female,Married,Bachelor's,Employed,Debt consolidation,F1,0.0
10919,,ERR_VAL,,19832.47,11.12,Male,Single,,,Debt consolidation,C4,1.0
10920,63685.42,0.228,676.0,29707.04,10.85,Male,Divorced,Master's,Employed,Debt consolidation,C4,0.0
10921,52210.73,0.383,711.0,18489.36,12.74,Male,Married,High School,Employed,Debt consolidation,C1,0.0
10922,30794.32,0.158,553.0,22010.79,10.36,Male,Single,Bachelor's,Employed,Debt consolidation,F3,1.0
10923,11377.06,0.164,699.0,17520.02,11.77,Female,Single,Bachelor's,Employed,Other,C4,1.0
10924,,ERR_VAL,,16005.31,12.65,Female,Married,,,Business,C4,1.0
10925,53817.25,0.089,644.0,11192.97,13.77,Male,Married,Bachelor's,Employed,Vacation,D5,1.0
10926,25268.95,0.074,727.0,24110.15,10.89,Male,Married,High School,Self-employed,Debt consolidation,C2,1.0
10927,82906.31,0.072,674.0,27018.47,11.77,Female,Single,Master's,Employed,Debt consolidation,C5,1.0
10928,,0.211,,18401.76,11.88,mAle,Single,,,Education,D3,1.0
10929,52853.95,0.3,686.0,21404.81,10.03,Male,Married,Bachelor's,Employed,Other,C5,1.0
10930,53669.84,0.185,693.0,18671.84,9.15,Female,Married,Master's,Self-employed,Car,C1,0.0
10931,44189.74,0.16,556.0,13879.52,14.17,Male,Married,Bachelor's,Retired,Debt consolidation,F5,1.0
10932,24899.88,0.372,761.0,8162.62,9.88,Female,Married,Bachelor's,Employed,Education,B1,0.0
10933,73873.07,0.098,801.0,25261.88,9.65,Female,Married,Other,Employed,Debt consolidation,A2,1.0
10934,82868.81,0.135,744.0,21159.87,8.04,Male,Married,PhD,Employed,Debt consolidation,B4,1.0
10935,26793.41,0.063,722.0,905.34,11.71,Female,Married,Bachelor's,Employed,Debt consolidation,C5,1.0
10936,14667.94,0.09,703.0,15247.99,12.31,Female,Married,Bachelor's,Employed,Debt consolidation,C4,1.0
10937,16990.96,0.098,647.0,6294.6,11.85,Female,Single,Master's,Employed,Debt consolidation,D4,1.0
10938,16404.67,0.046,694.0,16197.33,12.24,Female,Married,Bachelor's,Employed,Debt consolidation,C4,1.0
10939,12763.66,0.094,703.0,16555.51,12.29,Female,Married,Master's,Employed,Business,C5,1.0
10940,22304.76,0.06,679.0,7797.68,14.17,Female,Divorced,Bachelor's,Employed,Debt consolidation,C3,1.0
10941,70414.12,0.143,774.0,2815.46,14.31,Male,Single,High School,Self-employed,Other,B1,1.0
10942,50857.18,0.064,632.0,2437.37,13.28,Male,Single,Bachelor's,Employed,Medical,D2,1.0
10943,73640.26,0.264,705.0,24497.28,10.48,Female,Married,Other,Employed,Debt consolidation,C5,1.0
10944,15685.25,0.08,663.0,6649.87,13.19,Female,Married,Bachelor's,Employed,Other,D2,1.0
10945,93844.25,0.06,715.0,13358.31,13.0,Male,Married,Bachelor's,Employed,Business,C1,1.0
10946,93637.51,0.204,594.0,17561.05,13.7,Female,Married,High School,Unemployed,Debt consolidation,E1,0.0
10947,14444.59,0.05,686.0,18877.16,14.66,Male,Single,Bachelor's,Self-employed,Home,C3,0.0
10948,26381.68,0.184,617.0,16262.95,15.67,Female,Married,Master's,Unemployed,Debt consolidation,D2,0.0
10949,56676.16,0.185,686.0,15026.79,10.1,Male,Single,High School,Employed,Debt consolidation,C3,1.0
10950,39404.06,0.348,758.0,19785.8,12.81,Female,Single,High School,Employed,Home,B5,1.0
10951,,ERR_VAL,,16452.02,13.53,Female,Single,,,Other,D2,1.0
10952,18094.98,0.087,699.0,10953.93,13.55,Female,Married,Bachelor's,Employed,Car,C3,1.0
10953,46985.82,0.042,739.0,2065.06,11.69,Female,Single,Bachelor's,Self-employed,Other,C3,1.0
10954,58827.76,0.121,775.0,14777.42,12.18,Male,Single,Bachelor's,Self-employed,Home,B4,1.0
10955,53673.48,0.089,749.0,16410.88,8.36,Female,Single,Bachelor's,Employed,Medical,B5,1.0
10956,29571.85,0.088,732.0,12736.14,14.11,Male,Single,Bachelor's,Employed,Debt consolidation,C2,1.0
10957,65701.38,0.079,663.0,14386.68,14.97,Female,Single,Bachelor's,Self-employed,Debt consolidation,D3,1.0
10958,35346.26,0.094,566.0,27256.14,15.35,Male,Married,Bachelor's,Unemployed,Debt consolidation,F5,0.0
10959,25597.2,0.146,741.0,9558.59,11.82,Male,Single,Bachelor's,Employed,Home,B5,1.0
10960,25100.94,0.078,783.0,18054.98,11.52,Female,Married,Bachelor's,Retired,Debt consolidation,B1,1.0
10961,24782.09,0.323,723.0,7348.61,10.68,Male,Single,Master's,Employed,Debt consolidation,C2,1.0
10962,13369.83,0.167,683.0,18689.41,13.03,Female,Single,Bachelor's,Employed,Car,C3,0.0
10963,24237.47,0.119,657.0,19498.03,14.2,Male,Married,High School,Employed,Debt consolidation,D3,1.0
10964,51705.2,0.245,708.0,7807.59,15.76,Female,Single,High School,Employed,Debt consolidation,C4,1.0
10965,81216.42,0.096,722.0,26999.09,8.98,Other,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
10966,30990.47,0.116,615.0,9305.2,11.01,Female,Single,High School,Employed,Education,D3,1.0
10967,133995.65,0.239,562.0,15690.25,14.0,Male,Single,High School,Student,Debt consolidation,F5,0.0
10968,21623.98,0.075,747.0,26584.73,8.79,Female,Single,Bachelor's,Self-employed,Vacation,B5,1.0
10969,52819.19,0.11,735.0,1772.7,10.76,Female,Married,High School,Employed,Debt consolidation,C1,1.0
10970,25761.69,0.08,718.0,16073.06,12.71,Male,Married,High School,Employed,Debt consolidation,C2,1.0
10971,76670.25,0.08,763.0,10160.64,11.56,Male,Married,Master's,Employed,Home,B5,1.0
10972,49734.07,0.141,746.0,13861.36,9.31,Female,Single,Master's,Employed,Other,B1,1.0
10973,34665.84,0.271,713.0,15458.29,10.7,Male,Married,Bachelor's,Employed,Debt consolidation,C3,0.0
10974,23287.19,0.074,687.0,9657.83,12.54,Male,Single,Bachelor's,Self-employed,Education,C5,1.0
10975,36647.13,0.143,647.0,26688.69,10.54,Female,Divorced,Bachelor's,Employed,Car,D3,0.0
10976,19113.25,0.153,775.0,2189.27,12.16,Female,Single,Bachelor's,Employed,Debt consolidation,B4,1.0
10977,47790.71,0.063,585.0,12074.15,15.45,Male,Married,Bachelor's,Employed,Other,E2,1.0
10978,34338.7,0.064,705.0,12763.76,12.82,Male,Single,Master's,Employed,Debt consolidation,C5,1.0
10979,,ERR_VAL,,18411.44,11.65,Female,Married,,,Medical,C2,0.0
10980,28991.07,0.074,723.0,2587.05,10.1,Female,Single,Bachelor's,Employed,Home,C2,1.0
10981,14489.42,0.058,724.0,29057.9,12.4,Male,Single,Other,Employed,Debt consolidation,C2,1.0
10982,35707.56,0.098,742.0,15894.59,12.72,Female,Married,Bachelor's,Unemployed,Education,B1,0.0
10983,62399.11,0.179,755.0,1174.33,9.69,Female,Married,Bachelor's,Self-employed,Other,B1,1.0
10984,53945.25,0.087,759.0,14447.66,11.18,Female,Single,Bachelor's,Employed,Home,B1,1.0
10985,108218.77,0.06,693.0,11547.95,9.9,Male,Married,Bachelor's,Employed,Car,C3,1.0
10986,25520.09,0.076,723.0,9369.99,12.82,Male,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
10987,52712.76,0.211,676.0,17092.49,13.56,Male,Married,Bachelor's,Employed,Home,C5,1.0
10988,16337.05,0.07,719.0,18169.0,10.99,Female,Single,High School,Employed,Debt consolidation,C3,1.0
10989,9094.26,0.067,726.0,14893.04,10.92,Male,Single,Bachelor's,Employed,Debt consolidation,C4,1.0
10990,78470.66,0.241,656.0,34403.04,10.07,Female,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
10991,26269.73,0.065,577.0,25520.21,12.52,Male,Single,Bachelor's,Unemployed,Debt consolidation,F5,0.0
10992,58941.17,0.074,669.0,27317.59,12.52,Male,Single,High School,Employed,Debt consolidation,D4,1.0
10993,43470.84,0.05,681.0,1298.64,10.23,Male,Single,Other,Employed,Debt consolidation,C5,1.0
10994,49628.47,0.106,630.0,22812.38,11.03,Female,Divorced,Bachelor's,Employed,Debt consolidation,D1,1.0
10995,18776.4,0.091,735.0,25186.4,7.4,Female,Married,Bachelor's,Employed,Medical,C1,1.0
10996,18352.93,0.091,773.0,15789.19,11.51,Female,Married,Bachelor's,Self-employed,Car,B3,1.0
10997,29689.0,0.129,663.0,15140.22,12.3,Male,Single,Bachelor's,Employed,Debt consolidation,D3,1.0
10998,,0.472,,13147.61,15.81,Male,Married,,,Debt consolidation,D2,1.0
10999,12403.79,0.086,621.0,12808.65,14.32,Female,Single,Bachelor's,Unemployed,Debt consolidation,D1,0.0
11000,102982.19,0.079,738.0,17056.13,14.15,Male,Single,High School,Employed,Debt consolidation,C1,1.0
11001,67250.59,0.08,669.0,5442.58,14.65,Male,Married,High School,Employed,Medical,D3,0.0
11002,38328.12,0.056,689.0,30751.68,10.45,Male,Single,Bachelor's,Employed,Car,C5,1.0
11003,270018.51,0.197,691.0,10976.86,10.05,Female,Married,Bachelor's,Employed,Debt consolidation,C4,1.0
11004,46833.88,0.138,678.0,17853.74,11.42,Male,Single,Master's,Employed,Car,C4,1.0
11005,73665.56,0.087,734.0,4595.47,9.15,Female,Married,High School,Employed,Other,C4,1.0
11006,38101.31,0.278,659.0,11609.06,9.65,Female,Single,Bachelor's,Employed,Debt consolidation,D3,1.0
11007,,0.076,,15905.53,11.44,Male,Married,,,Debt consolidation,C5,1.0
11008,18012.64,0.093,671.0,19348.38,11.94,Male,Married,Master's,Self-employed,Debt consolidation,C5,1.0
11009,52482.18,0.15,713.0,13551.18,10.5,Female,Single,Bachelor's,Student,Debt consolidation,C4,0.0
11010,53596.26,0.077,693.0,17791.59,10.75,Female,Married,Master's,Self-employed,Car,C3,1.0
11011,46266.17,0.085,730.0,22148.41,12.88,Male,Married,High School,Employed,Debt consolidation,C2,1.0
11012,23657.34,0.163,594.0,9366.59,14.54,Male,Married,Master's,Employed,Home,E5,1.0
11013,76975.77,0.201,641.0,2301.62,13.09,Female,Married,Bachelor's,Employed,Debt consolidation,D5,0.0
11014,23987.09,0.082,628.0,11669.78,11.35,Female,Married,Bachelor's,Employed,Debt consolidation,D4,0.0
11015,29463.95,0.105,725.0,8648.8,12.68,Male,Single,Bachelor's,Employed,Car,C2,1.0
11016,44903.49,0.11,682.0,13298.51,11.77,Female,Married,PhD,Employed,Debt consolidation,C3,1.0
11017,51705.51,0.15,739.0,20593.29,10.55,Male,Single,High School,Unemployed,Car,C3,0.0
11018,61364.72,0.094,615.0,4682.43,13.59,Male,Married,High School,Employed,Debt consolidation,D4,1.0
11019,24102.08,0.189,717.0,26845.99,10.22,Female,Single,Bachelor's,Employed,Debt consolidation,C4,0.0
11020,46246.61,0.046,727.0,16697.31,14.17,Male,Single,High School,Self-employed,Car,C3,1.0
11021,26129.65,0.09,675.0,13606.98,9.99,Female,Married,High School,Unemployed,Debt consolidation,C2,0.0
11022,23471.99,0.127,725.0,17477.69,8.85,Male,Married,High School,Employed,Debt consolidation,C3,1.0
11023,37141.71,0.179,781.0,2031.87,11.06,Female,Single,High School,Unemployed,Debt consolidation,B2,0.0
11024,25463.75,0.19,712.0,2148.28,10.72,Female,Married,Other,Employed,Debt consolidation,C5,1.0
11025,35266.79,0.148,663.0,6378.0,13.83,Male,Single,High School,Employed,Home,D2,1.0
11026,50801.49,0.116,656.0,1035.45,10.23,Female,Single,Bachelor's,Self-employed,Car,D1,1.0
11027,61918.91,0.073,654.0,17157.8,13.6,Male,Married,High School,Employed,Debt consolidation,D1,1.0
11028,26005.59,0.192,714.0,10154.35,13.05,Male,Married,Bachelor's,Unemployed,Debt consolidation,C2,0.0
11029,73668.2,0.234,528.0,12653.02,18.54,Female,Single,Bachelor's,Retired,Debt consolidation,F1,1.0
11030,52238.72,0.217,750.0,15558.27,12.35,Male,Married,High School,Employed,Vacation,B2,0.0
11031,45916.5,0.239,762.0,18215.19,9.86,Male,Single,Master's,Unemployed,Medical,B4,0.0
11032,70949.72,0.096,683.0,10184.88,12.06,Male,Married,High School,Retired,Debt consolidation,C1,1.0
11033,39110.17,0.172,758.0,13811.68,11.24,Male,Married,High School,Student,Debt consolidation,B3,1.0
11034,,0.155,,14407.22,10.69,Female,Married,,,Debt consolidation,D3,1.0
11035,44760.84,0.157,639.0,11107.51,15.07,Female,Single,Master's,Employed,Debt consolidation,D4,1.0
11036,80634.33,0.121,643.0,4393.55,12.79,Male,Single,High School,Employed,Debt consolidation,D3,1.0
11037,48104.02,0.192,702.0,6378.57,12.71,Female,Married,Master's,Employed,Other,C2,0.0
11038,27213.96,0.189,562.0,18693.09,14.09,Female,Single,Bachelor's,Unemployed,Debt consolidation,F2,0.0
11039,24001.73,0.155,636.0,17320.78,14.83,Female,Divorced,Bachelor's,Unemployed,Other,D1,0.0
11040,47706.58,0.091,757.0,8994.57,8.55,Female,Single,Other,Employed,Education,B4,1.0
11041,24206.35,0.079,674.0,20402.7,11.09,Male,Married,High School,Employed,Debt consolidation,C4,1.0
11042,125664.64,0.076,723.0,28472.03,13.4,Male,Married,Bachelor's,Employed,Debt consolidation,C1,1.0
11043,46753.52,0.318,753.0,1752.2,11.55,Female,Married,Bachelor's,Self-employed,Debt consolidation,B1,1.0
11044,44062.43,0.09,818.0,16951.71,10.83,Female,Single,High School,Employed,Car,A5,1.0
11045,25690.61,0.353,754.0,12158.21,11.27,Male,Married,Bachelor's,Employed,Vacation,B3,0.0
11046,35297.99,0.04,722.0,14501.24,13.0,Male,Single,Bachelor's,Employed,Debt consolidation,C3,1.0
11047,,ERR_VAL,,10321.9,13.45,Male,Single,,,Debt consolidation,E4,1.0
11048,53891.04,0.077,596.0,10709.85,12.22,Male,Married,High School,Employed,Medical,E2,1.0
11049,46995.17,0.221,764.0,25234.71,8.77,Male,Married,Bachelor's,Employed,Debt consolidation,B2,1.0
11050,43445.47,0.065,653.0,9076.64,13.4,Male,Single,Bachelor's,Employed,Medical,D5,1.0
11051,122959.27,0.05,749.0,11296.89,13.0,Female,Married,Bachelor's,Employed,Debt consolidation,B2,1.0
11052,33993.81,0.077,674.0,14451.7,12.0,Female,Single,Bachelor's,Employed,Business,C1,1.0
11053,90173.47,0.146,582.0,2788.39,15.97,Female,Married,Bachelor's,Employed,Debt consolidation,E4,1.0
11054,34689.75,0.151,606.0,8332.62,10.45,Male,Single,Other,Unemployed,Other,E3,0.0
11055,73668.17,0.212,575.0,24090.59,15.83,Male,Married,High School,Unemployed,Medical,F2,0.0
11056,43771.4,0.195,574.0,13170.55,16.25,Female,Single,Bachelor's,Unemployed,Other,F3,0.0
11057,41015.46,0.168,632.0,19132.32,11.16,Female,Married,Bachelor's,Student,Debt consolidation,D1,0.0
11058,46428.43,0.058,654.0,9076.64,10.18,Female,Married,Bachelor's,Employed,Other,D4,1.0
11059,51721.58,0.113,691.0,6235.19,13.56,Female,Single,High School,Employed,Car,C1,1.0
11060,23767.78,0.07,593.0,6303.25,15.46,Male,Single,Bachelor's,Student,Business,E5,0.0
11061,,ERR_VAL,,2062.18,8.66,Female,Single,,,Debt consolidation,C4,1.0
11062,61437.99,0.109,669.0,12686.01,12.86,Male,Single,High School,Employed,Debt consolidation,D2,1.0
11063,51371.38,0.073,697.0,2280.72,11.69,Male,Single,Master's,Employed,Vacation,C3,1.0
11064,63925.86,0.091,611.0,2031.87,14.46,Female,Married,Bachelor's,Employed,Debt consolidation,D1,1.0
11065,49827.53,0.142,673.0,8207.69,12.51,Male,Single,High School,Employed,Debt consolidation,C1,1.0
11066,29241.43,0.094,722.0,8578.72,9.15,Male,Single,High School,Employed,Debt consolidation,C5,1.0
11067,24273.78,0.113,619.0,11516.08,15.22,Male,Married,Other,Employed,Home,D2,1.0
11068,15891.04,0.122,649.0,8984.54,14.71,Male,Married,PhD,Unemployed,Debt consolidation,D3,0.0
11069,54438.14,0.077,567.0,4947.53,13.88,Male,Single,High School,Employed,Education,F3,0.0
11070,45921.32,0.067,696.0,28597.86,11.2,Male,Married,Bachelor's,Employed,Debt consolidation,C2,1.0
11071,51773.69,0.089,623.0,5398.67,12.57,Male,Married,Bachelor's,Employed,Other,D3,1.0
11072,47962.08,0.081,646.0,15890.3,12.42,Male,Married,Bachelor's,Employed,Debt consolidation,D3,1.0
11073,17271.47,0.107,657.0,8019.13,13.46,Male,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
11074,14242.43,0.084,685.0,14002.17,12.47,Female,Single,Bachelor's,Self-employed,Debt consolidation,C2,1.0
11075,26391.3,0.066,720.0,13232.16,10.84,Male,Married,Bachelor's,Employed,Debt consolidation,C3,1.0
11076,,0.093,,17579.24,16.95,Male,Single,,,Other,D1,0.0
11077,26279.44,0.135,674.0,9743.92,12.41,Male,Single,High School,Employed,Debt consolidation,C3,1.0
11078,70774.12,0.07,679.0,2378.5,14.98,Female,Married,Bachelor's,Employed,Car,C1,1.0
11079,39463.01,0.086,689.0,19109.62,12.82,Female,Married,Master's,Employed,Home,C4,1.0
11080,16893.86,0.2,676.0,6090.4,11.23,Female,Single,Bachelor's,Employed,Medical,C2,0.0
11081,27377.68,0.232,716.0,2363.87,12.25,Female,Married,High School,Employed,Education,C1,1.0
11082,64439.1,0.096,707.0,11706.27,14.89,Male,Married,Bachelor's,Employed,Car,C5,1.0
11083,29467.75,0.082,647.0,17184.07,12.09,Female,Single,High School,Employed,Debt consolidation,D1,1.0
11084,30737.03,0.156,659.0,17054.68,13.0,Female,Married,High School,Employed,Debt consolidation,D2,1.0
11085,62887.29,0.117,725.0,27120.22,13.32,Female,Married,Master's,Retired,Other,C1,1.0
11086,52355.45,0.127,691.0,28884.7,14.19,Male,Married,Master's,Unemployed,Education,C1,0.0
11087,136616.92,0.081,762.0,12136.7,11.34,Female,Married,High School,Employed,Home,B3,1.0
11088,76922.89,0.07,573.0,17644.88,12.19,Female,Single,High School,Employed,Debt consolidation,F4,1.0
11089,62293.63,0.206,641.0,13259.93,13.03,Male,Single,Bachelor's,Employed,Other,D2,0.0
11090,59329.25,0.171,704.0,14105.28,11.94,Male,Married,High School,Employed,Debt consolidation,C2,1.0
11091,62922.05,0.186,704.0,10857.47,10.94,Male,Single,High School,Employed,Debt consolidation,C5,1.0
11092,71788.16,0.081,611.0,6954.56,15.48,Male,Single,Bachelor's,Employed,Debt consolidation,D4,1.0
11093,68544.49,0.069,726.0,5255.76,11.32,Female,Single,Bachelor's,Self-employed,Other,C3,1.0
11094,63582.59,0.149,656.0,14551.22,15.57,Female,Divorced,Bachelor's,Retired,Debt consolidation,D5,1.0
11095,50243.81,0.167,679.0,6379.43,14.52,Male,Single,Bachelor's,Self-employed,Car,C3,1.0
